date,time,address,offense,description,lat,lng
07/20/16,4:44 AM,3400 Market St,Robbery,Complainant assaulted and cell phone taken/Arrest,39.95558,-75.193029
no date,8:20 PM,45th & Spruce Sts,Robbery/ Arrest,,39.9528811,-75.2143613
07/22/16,11:40 PM,300 S 43rd St,Robbery,Purse taken by unknown male,39.9524927,-75.2092819
7/25/17,6:24 AM,123 S 46th St,Robbery,,39.9563399,-75.2132925
08/27/16,2:34 AM,3000 Walnut St,Robbery,Phone taken from complainant,39.950313,-75.184679
09/06/17,6:06 AM,216 S 46th St,Robbery,,39.955005,-75.214061
10/04/16,10:57 PM,100 S 38th St,Robbery,Complainant punched by male who attempted to take backpack/Arrest,39.9540976,-75.1988448
09/07/17,9:14 PM,46th & Regent Sts,Robbery/ Arrest,,39.9463541,-75.2142319
10/05/16,1:21 PM,3735 Walnut St,Robbery,Unknown male robbed bank,39.9539838,-75.1980232
8/7/17,2:27 PM,1107 S. 47th Street,Robbery,,39.945724,-75.213254
10/18/16,6:26 PM,4200 Pine St,Robbery,Offender attempted to rob complainant/Arrest,39.9508409,-75.2076809
08/28/17,12:39 AM,47th & Woodland Ave,Robbery,,39.9433429,-75.2130305
10/26/16,6:38 PM,3441A Chestnut St,Robbery,Unknown male demanded cash,39.9546539,-75.1930209
08/30/17,11:39 PM,1242 S 47th St,Robbery,,39.9434689,-75.2114845
10/30/16,3:57 AM,3400 Sansom St,Robbery,Offender attempted to rob complainants,39.9535739,-75.1919664
09/08/17,9:15 PM,47th & Osage,Robbery/ Arrest,,39.9515501,-75.2186897
10/30/16,5:17 AM,3600 Sansom St,Robbery,Currency from wallet,39.9536985,-75.1956009
08/27/16,2:34 AM,3000 Walnut St,Robbery,Phone taken from complainant,39.950313,-75.184679
12/13/16,6:30 PM,4006 Market St,Robbery,Purse taken/Arrest,39.9569263,-75.2023769
10/05/16,1:21 PM,3735 Walnut St,Robbery,Unknown male robbed bank,39.9539838,-75.1980232
12/23/16,4:50 PM,3300 Market St,Robbery,Attempted strong-arm robbery,39.9553668,-75.1911078
12/23/16,5:11 PM,3300 Walnut St,Robbery,Unknown males attempted to take cell phone,39.952335,-75.190465
12/23/16,5:11 PM,3300 Walnut St,Robbery,Unknown males attempted to take cell phone,39.952335,-75.190465
01/21/17,12:25 PM,3700 Walnut St,Robbery,Male attempted to rob complainant/Arrest,39.9532908,-75.1973311
01/13/2017,5:02 PM,33 S 42nd St,Robbery,Store robbed by 2 unknown males,39.9564776,-75.2061457
2/25/2017,11:46 AM,4001 Walnut St,Robbery,Male took property and assaulted security/Arrest,39.9543603,-75.2028254
01/21/17,12:25 PM,3700 Walnut St,Robbery,Male attempted to rob complainant/Arrest,39.9532908,-75.1973311
05/08/17,12:55 AM,4601 Walnut St.,Robbery,,39.9557442,-75.2141161
2/25/2017,11:46 AM,4001 Walnut St,Robbery,Male took property and assaulted security/Arrest,39.9543603,-75.2028254
05/08/17,9:53 PM,4201 Walnut St.,Robbery/Arrest,,39.9548936,-75.206703
03/25/2017,5:02 PM,4200 Locust St,Robbery,Offenders attempted to take cell phone,39.9534503,-75.2066947
8/8/17,2:56 PM,3735 Walnut St,Robbery,,39.9539838,-75.1980232
4/13/2017,9:38 AM,4200 Spruce St,Robbery,Male attempted to take complainant's backpack,39.9519876,-75.2072057
8/13/17,4:04 PM,4301 Walnut Street,Robbery,,39.9552334,-75.209131
4/13/2017,11:07 AM,3600 Ludlow St,Robbery,Cell phone taken by known person,39.9554214,-75.1943387
08/25/17,4:30 PM,4001 Walnut St,Robbery,Male took items and fought with security/Arrest,39.9543603,-75.2028254
05/08/17,12:55 AM,4601 Walnut St.,Robbery,,39.9557442,-75.2141161
09/18/17,10:23 AM,3800 Walnut St,Robbery,,39.9536457,-75.1987871
05/08/17,9:53 PM,4201 Walnut St.,Robbery/Arrest,,39.9548936,-75.206703
09/18/16,6:39 PM,3400 Spruce St,Robbery,Offenders attempted to take cell phone,39.9500798,-75.1939906
05/09/17,11:32 PM,4400 Baltimore Ave,Robbery/Arrest,,39.9489292,-75.2114126
09/25/16,1:49 AM,3900 Spruce St,Robbery,Male grabbed complainant's phone/Arrest,39.951206,-75.2009658
05/12/17,11:38 PM,4013 Baltimore Ave,Robbery,,39.950162,-75.204071
06/29/16,8:15 AM,3800 Spruce St,Robbery,Complainant reported being robbed,39.9499163,-75.200148
05/30/17,10:00 PM,4711 Springfield Ave,Robbery,,39.9467781,-75.2158784
07/06/16,6:58 PM,4200 Spruce St,Robbery,iPhone taken by unknown male,39.9519876,-75.2072057
05/31/17,10:09 PM,4501 Spruce St,Robbery,,39.9531599,-75.212284
4/13/2017,9:38 AM,4200 Spruce St,Robbery,Male attempted to take complainant's backpack,39.9519876,-75.2072057
06/01/17,6:52 PM,3813 Chestnut St,Robbery/arrest,,39.9553957,-75.1986337
05/31/17,10:09 PM,4501 Spruce St,Robbery,,39.9531599,-75.212284
06/01/17,9:07 PM,44th & Ludlow Sts,Robbery,,35.4202191,-97.0950556
06/23/17,12:51 AM,4200 Spruce Street,Robbery,,39.9519876,-75.2072057
06/02/17,12:04 AM,200 S 41st St,Robbery/arrest,,39.9540508,-75.2054021
09/06/17,8:20 PM,45th & Spruce Sts,Robbery/ Arrest,,39.9528811,-75.2143613
06/04/17,4:51 PM,4710 Locust St,Robbery/arrest,,39.9544583,-75.2170118
07/07/16,7:22 PM,4006 Chestnut St,Robbery,Wallet taken/Arrest,39.9554089,-75.2026851
06/23/17,12:51 AM,4200 Spruce Street,Robbery,,39.9519876,-75.2072057
10/26/16,6:38 PM,3441A Chestnut St,Robbery,Unknown male demanded cash,39.9546539,-75.1930209
7/13/17,7:47 PM,4200 Ludlow St,Robbery,,39.9567292,-75.2065027
06/01/17,6:52 PM,3813 Chestnut St,Robbery/arrest,,39.9553957,-75.1986337
7/14/17,10:24 PM,4314 Locust St,Robbery,,39.9535024,-75.2096577
05/03/16,6:10 PM,3500 Market St,Robbery,Complainant robbed by males/Arrest,39.955743,-75.193059
8/7/17,2:27 PM,1107 S. 47th Street,Robbery,,39.945724,-75.213254
07/20/16,4:44 AM,3400 Market St,Robbery,Complainant assaulted and cell phone taken/Arrest,39.95558,-75.193029
8/8/17,2:56 PM,3735 Walnut St,Robbery,,39.9539838,-75.1980232
12/13/16,6:30 PM,4006 Market St,Robbery,Purse taken/Arrest,39.9569263,-75.2023769
8/9/17,4:18 AM,409 S. 42nd St,Robbery,,39.9504064,-75.2067854
12/23/16,4:50 PM,3300 Market St,Robbery,Attempted strong-arm robbery,39.9553668,-75.1911078
8/9/17,7:36 PM,S. 42nd St,Robbery,,39.9509026,-75.2071943
08/28/17,5:28 PM,4500 Market St,Robbery,,39.957932,-75.211777
8/13/17,4:04 PM,4301 Walnut Street,Robbery,,39.9552334,-75.209131
09/11/17,1:33 AM,3400 Market St,Robbery,,39.95558,-75.193029
7/24/17,11:28 PM,300 S 42nd St,Robbery/ Arrest,,39.9522184,-75.2069361
09/11/17,10:07 AM,4328 Market St,Robbery,,39.9580473,-75.2090641
7/25/17,6:24 AM,123 S 46th St,Robbery,,39.9563399,-75.2132925
03/25/2017,5:02 PM,4200 Locust St,Robbery,Offenders attempted to take cell phone,39.9534503,-75.2066947
7/30/17,7:55 PM,45th & Springfield Ave,Robbery/ Arrest,,39.9488055,-75.214766
06/04/17,4:51 PM,4710 Locust St,Robbery/arrest,,39.9544583,-75.2170118
8/1/17,9:58 AM,4600 Kingsessing Ave,Robbery,,39.94553,-75.211318
7/14/17,10:24 PM,4314 Locust St,Robbery,,39.9535024,-75.2096577
08/19/17,6:43 PM,3914 Pine St,Robbery,,39.950293,-75.201376
08/25/17,11:47 AM,4200 Locust St,Robbery,iPhone forcibly taken from complainant,39.9534503,-75.2066947
08/25/17,2:52 AM,1 S 42nd St,Robbery,Auto taken point of gun,39.957637,-75.2060703
10/30/16,3:57 AM,3400 Sansom St,Robbery,Offender attempted to rob complainants,39.9535739,-75.1919664
08/25/17,11:47 AM,4200 Locust St,Robbery,iPhone forcibly taken from complainant,39.9534503,-75.2066947
10/30/16,5:17 AM,3600 Sansom St,Robbery,Currency from wallet,39.9536985,-75.1956009
08/25/17,4:30 PM,4001 Walnut St,Robbery,Male took items and fought with security/Arrest,39.9543603,-75.2028254
09/18/16,10:44 PM,4200 Pine St,Robbery,Wallet and iPhone taken,39.9508409,-75.2076809
08/28/17,12:39 AM,47th & Woodland Ave,Robbery,,39.9433429,-75.2130305
10/18/16,6:26 PM,4200 Pine St,Robbery,Offender attempted to rob complainant/Arrest,39.9508409,-75.2076809
08/28/17,5:28 PM,4500 Market St,Robbery,,39.957932,-75.211777
08/19/17,6:43 PM,3914 Pine St,Robbery,,39.950293,-75.201376
08/30/17,11:39 PM,1242 S 47th St,Robbery,,39.9434689,-75.2114845
09/24/17,9:41 PM,3954 Pine St,Robbery/ Arrest,,39.950414,-75.202653
09/06/17,6:06 AM,216 S 46th St,Robbery,,39.955005,-75.214061
09/06/17,8:11 PM,4533 Osage Ave,Robbery/ Arrest,,39.9513984,-75.2137089
09/06/17,8:11 PM,4533 Osage Ave,Robbery/ Arrest,,39.9513984,-75.2137089
09/08/17,9:15 PM,47th & Osage,Robbery/ Arrest,,39.9515501,-75.2186897
09/06/17,8:20 PM,45th & Spruce Sts,Robbery/ Arrest,,39.9528811,-75.2143613
no date,11:07 AM,3600 Ludlow St,Robbery,Cell phone taken by known person,39.9554214,-75.1943387
09/07/17,2:54 PM,4500 Chester Ave,Robbery,,39.9475276,-75.2112805
no date,9:07 PM,44th & Ludlow Sts,Robbery,,35.4202191,-97.0950556
09/07/17,9:13 PM,4704 Chester Ave,Robbery/ Arrest,,39.9455516,-75.2140402
no date,7:47 PM,4200 Ludlow St,Robbery,,39.9567292,-75.2065027
09/07/17,9:14 PM,46th & Regent Sts,Robbery/ Arrest,,39.9463541,-75.2142319
09/07/17,2:54 PM,4500 Chester Ave,Robbery,,39.9475276,-75.2112805
09/08/17,9:15 PM,47th & Osage,Robbery/ Arrest,,39.9515501,-75.2186897
09/07/17,9:13 PM,4704 Chester Ave,Robbery/ Arrest,,39.9455516,-75.2140402
09/11/17,1:33 AM,3400 Market St,Robbery,,39.95558,-75.193029
09/17/17,1:00 AM,4700 Reinhardt St,Robbery,,39.944159,-75.212089
09/11/17,10:07 AM,4328 Market St,Robbery,,39.9580473,-75.2090641
09/07/17,9:14 PM,46th & Regent Sts,Robbery/ Arrest,,39.9463541,-75.2142319
09/17/17,1:00 AM,4700 Reinhardt St,Robbery,,39.944159,-75.212089
09/28/16,3:30 PM,3800 Woodland Walk,Robbery,US currency forcibly taken from complainant,39.9525062,-75.1927688
09/18/17,10:23 AM,3800 Walnut St,Robbery,,39.9536457,-75.1987871
08/28/17,12:39 AM,47th & Woodland Ave,Robbery,,39.9433429,-75.2130305
09/24/17,9:41 PM,3954 Pine St,Robbery/ Arrest,,39.950414,-75.202653
8/1/17,9:58 AM,4600 Kingsessing Ave,Robbery,,39.94553,-75.211318
05/30/17,10:00 PM,4711 Springfield Ave,Robbery,,39.9467781,-75.2158784
7/30/17,7:55 PM,45th & Springfield Ave,Robbery/ Arrest,,39.9488055,-75.214766
09/02/2016,1:36 AM,4000 Delancey St,Robbery,Cell phone currency and watch taken/2 Arrests,39.9512717,-75.2039563
09/20/16,5:04 PM,4000 Irving St,Robbery,Complainant assaulted and cell phone taken/3 arrests made,39.9525309,-75.2043293
